Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
229E	Human coronavirus 229E	KJ866102	1059	05/15/2013	Human	Homo sapiens	Thailand	genomic RNA	
229E	Human coronavirus 229E	KJ866103	1059	06/12/2013	Human	Homo sapiens	Thailand	genomic RNA	
229E	Human coronavirus 229E	KJ866104	1059	02/04/2012	Human	Homo sapiens	Thailand	genomic RNA	
229E	Human coronavirus 229E	KJ866105	1059	02/04/2012	Human	Homo sapiens	Thailand	genomic RNA	
229E	Human coronavirus 229E	KJ866106	1059	05/22/2012	Human	Homo sapiens	Thailand	genomic RNA	
229E	Human coronavirus 229E	NC_002645*	27317	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
229E	Human coronavirus 229E	X15498	747	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
229E	Human coronavirus 229E	X16816	3600	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
229E	Human coronavirus 229E	X51325	1576	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
229E	Human coronavirus 229E	X64942	700	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
229E.	Human coronavirus 229E	X15654	990	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
229E/Haiti-1/2016	Human coronavirus 229E	MF542265	27271	03/2016	Human	Homo sapiens	Haiti	genomic RNA	
229E/human/USA/892-11/1989	Human coronavirus 229E	KF514429	27163	02/07/1989	Human	Homo sapiens; sex: M; age: 16Y	USA	genomic RNA	
229E/human/USA/932-72/1993	Human coronavirus 229E	KF514432	27138	02/22/1993	Human	Homo sapiens; sex: F; age: 8Y	USA	genomic RNA	
229E/human/USA/933-40/1993	Human coronavirus 229E	KF514433	27165	03/11/1993	Human	Homo sapiens; sex: F; age: 12Y	USA	genomic RNA	
229E/human/USA/933-50/1993	Human coronavirus 229E	KF514430	27169	03/18/1993	Human	Homo sapiens; sex: M; age: 4Y	USA	genomic RNA	
229E/human/USA/953-49/1995	Human coronavirus 229E	KF514431	27117	03/23/1995	Human	Homo sapiens; sex: M; age: 8Y	USA	genomic RNA	
229E/UF-1/2016	Human coronavirus 229E	KY996417	27270	11/23/2016	Unknown	-N/A-	USA	genomic RNA	
2764A_2011	Human coronavirus 229E	KM055512	1170	2011	Human	Homo sapiens	China	genomic RNA	
2764A_2011	Human coronavirus 229E	KM055544	3516	2011	Human	Homo sapiens	China	genomic RNA	
2764A_2011	Human coronavirus 229E	KM055575	2780	2011	Human	Homo sapiens	China	genomic RNA	
2861A_2011	Human coronavirus 229E	KM055528	1170	2011	Human	Homo sapiens	China	genomic RNA	
2861A_2011	Human coronavirus 229E	KM055548	3516	2011	Human	Homo sapiens	China	genomic RNA	
2861A_2011	Human coronavirus 229E	KM055576	2780	2011	Human	Homo sapiens	China	genomic RNA	
2961A_2011	Human coronavirus 229E	KM055513	1170	2011	Human	Homo sapiens	China	genomic RNA	
2961A_2011	Human coronavirus 229E	KM055549	3516	2011	Human	Homo sapiens	China	genomic RNA	
2961A_2011	Human coronavirus 229E	KM055577	2780	2011	Human	Homo sapiens	China	genomic RNA	
2981A_2011	Human coronavirus 229E	KM055529	1170	2011	Human	Homo sapiens	China	genomic RNA	
2981A_2011	Human coronavirus 229E	KM055550	3516	2011	Human	Homo sapiens	China	genomic RNA	
2981A_2011	Human coronavirus 229E	KM055578	2780	2011	Human	Homo sapiens	China	genomic RNA	
29NSD2	Human coronavirus 229E	AY386380	1702	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
29NSD4	Human coronavirus 229E	AY386388	1702	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
359A_2007	Human coronavirus 229E	KM055514	1170	2007	Human	Homo sapiens	China	genomic RNA	
359A_2007	Human coronavirus 229E	KM055551	3513	2007	Human	Homo sapiens	China	genomic RNA	
359A_2007	Human coronavirus 229E	KM055579	2780	2007	Human	Homo sapiens	China	genomic RNA	
40NSD2	Human coronavirus 229E	AY386381	1702	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
423A_2007	Human coronavirus 229E	KM055552	3513	2007	Human	Homo sapiens	China	genomic RNA	
423A_2007	Human coronavirus 229E	KM055580	2780	2007	Human	Homo sapiens	China	genomic RNA	
432A_2007	Human coronavirus 229E	KM055515	1170	2007	Human	Homo sapiens	China	genomic RNA	
452-Yamagata-2008	Human coronavirus 229E	LC005736	1098	2008	Human	Homo sapiens	Japan	genomic RNA	
494A_2008	Human coronavirus 229E	KM055516	1170	2008	Human	Homo sapiens	China	genomic RNA	
494A_2008	Human coronavirus 229E	KM055554	3513	2008	Human	Homo sapiens	China	genomic RNA	
494A_2008	Human coronavirus 229E	KM055581	2780	2008	Human	Homo sapiens	China	genomic RNA	
507A_2008	Human coronavirus 229E	KM055517	1170	2008	Human	Homo sapiens	China	genomic RNA	
507A_2008	Human coronavirus 229E	KM055555	3513	2008	Human	Homo sapiens	China	genomic RNA	
507A_2008	Human coronavirus 229E	KM055582	2780	2008	Human	Homo sapiens	China	genomic RNA	
55617-03	Human coronavirus 229E	AY775288	100	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
693A_2008	Human coronavirus 229E	KM055518	1170	2008	Human	Homo sapiens	China	genomic RNA	
693A_2008	Human coronavirus 229E	KM055556	3513	2008	Human	Homo sapiens	China	genomic RNA	
693A_2008	Human coronavirus 229E	KM055583	2780	2008	Human	Homo sapiens	China	genomic RNA	
748_2005	Human coronavirus 229E	KM055519	1170	2005	Human	Homo sapiens	China	genomic RNA	
748_2005	Human coronavirus 229E	KM055557	3513	2005	Human	Homo sapiens	China	genomic RNA	
748_2005	Human coronavirus 229E	KM055584	2780	2005	Human	Homo sapiens	China	genomic RNA	
756-Yamagata-2010	Human coronavirus 229E	LC005737	1098	2010	Human	Homo sapiens	Japan	genomic RNA	
775-Yamagata-2010	Human coronavirus 229E	LC005738	1098	2010	Human	Homo sapiens	Japan	genomic RNA	
777-Yamagata-2010	Human coronavirus 229E	LC005739	1098	2010	Human	Homo sapiens	Japan	genomic RNA	
8339_2009	Human coronavirus 229E	KM055520	1170	2009	Human	Homo sapiens	China	genomic RNA	
8339_2009	Human coronavirus 229E	KM055545	3516	2009	Human	Homo sapiens	China	genomic RNA	
8339_2009	Human coronavirus 229E	KM055586	2780	2009	Human	Homo sapiens	China	genomic RNA	
8348_2009	Human coronavirus 229E	KM055521	1170	2009	Human	Homo sapiens	China	genomic RNA	
8348_2009	Human coronavirus 229E	KM055558	3513	2009	Human	Homo sapiens	China	genomic RNA	
8348_2009	Human coronavirus 229E	KM055587	2780	2009	Human	Homo sapiens	China	genomic RNA	
8373_2009	Human coronavirus 229E	KM055530	1170	2009	Human	Homo sapiens	China	genomic RNA	
8373_2009	Human coronavirus 229E	KM055546	3516	2009	Human	Homo sapiens	China	genomic RNA	
8373_2009	Human coronavirus 229E	KM055588	2780	2009	Human	Homo sapiens	China	genomic RNA	
8425_2009	Human coronavirus 229E	KM055522	1170	2009	Human	Homo sapiens	China	genomic RNA	
8425_2009	Human coronavirus 229E	KM055547	3516	2009	Human	Homo sapiens	China	genomic RNA	
8425_2009	Human coronavirus 229E	KM055589	2780	2009	Human	Homo sapiens	China	genomic RNA	
857_2005	Human coronavirus 229E	KM055523	1170	2005	Human	Homo sapiens	China	genomic RNA	
857_2005	Human coronavirus 229E	KM055559	3513	2005	Human	Homo sapiens	China	genomic RNA	
857_2005	Human coronavirus 229E	KM055585	2780	2005	Human	Homo sapiens	China	genomic RNA	
862	Human coronavirus 229E	AY386390	1678	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
865	Human coronavirus 229E	AY386393	1678	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
879	Human coronavirus 229E	AY386391	1678	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
882-Yamagata-2010	Human coronavirus 229E	LC005740	1098	2010	Human	Homo sapiensc	Japan	genomic RNA	
A162	Human coronavirus 229E	Y10051	3039	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Arbial 2019	Human coronavirus 229E	MN086824	564	02/24/2019	Human	Homo sapiens	Iraq	genomic RNA	
ATCC VR-74	Human coronavirus 229E	Y09923	3048	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ATCC VR-740	Human coronavirus 229E	AB691763	3522	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ATCC VR-740	Human coronavirus 229E	DQ243939	1170	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ATCC VR-740	Human coronavirus 229E	DQ243963	3522	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
ATCC VR-740	Human coronavirus 229E	EF198679	658	1973	Unknown	-N/A-	-N/A-	genomic RNA	
B10	Human coronavirus 229E	AY386379	1702	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
B18	Human coronavirus 229E	AY386394	1702	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
BJ298	Human coronavirus 229E	KM676092	385	05/2014	Human	Homo sapiens	China	genomic RNA	
CCU T935	Human coronavirus 229E	EF198675	660	1986	Unknown	-N/A-	-N/A-	genomic RNA	
CU-H2869/2011	Human coronavirus 229E	JX513245	1087	01/06/2011	Human	Homo sapiens	Thailand	genomic RNA	
CU-H2896/2011	Human coronavirus 229E	JX513211	561	01/13/2011	Human	Homo sapiens	Thailand	genomic RNA	
France/Lille/2014	Human coronavirus 229E	MH048989	3516	2014	Unknown	-N/A-	France	genomic RNA	
GRE 10/03	Human coronavirus 229E	EF103183	419	-N/A-	Unknown	-N/A-	Greece	genomic RNA	
GRE 14A/06	Human coronavirus 229E	EF103182	419	-N/A-	Unknown	-N/A-	Greece	genomic RNA	
GRE 16/03	Human coronavirus 229E	EF103184	419	-N/A-	Unknown	-N/A-	Greece	genomic RNA	
HC-Killick	Human coronavirus 229E	EF198672	660	1989	Unknown	-N/A-	-N/A-	genomic RNA	
HC-LP	Human coronavirus 229E	EF198671	542	1965	Unknown	-N/A-	-N/A-	genomic RNA	
HCoV-229-25/6/92	Human coronavirus 229E	DQ243974	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-11/6/79	Human coronavirus 229E	DQ243940	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-11/6/79	Human coronavirus 229E	DQ243964	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-12/5/92	Human coronavirus 229E	DQ243950	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-12/5/92	Human coronavirus 229E	DQ243975	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-14/8/03	Human coronavirus 229E	DQ243959	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-14/8/03	Human coronavirus 229E	DQ243984	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-16/6/82	Human coronavirus 229E	DQ243942	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-16/6/82	Human coronavirus 229E	DQ243965	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-17/6/92	Human coronavirus 229E	DQ243951	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-17/6/92	Human coronavirus 229E	DQ243976	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-19/8/03	Human coronavirus 229E	DQ243958	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-19/8/03	Human coronavirus 229E	DQ243985	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-20/1/04	Human coronavirus 229E	DQ243962	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-21/10/82	Human coronavirus 229E	DQ243944	1170	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
HCoV-229E-21/10/82	Human coronavirus 229E	DQ243968	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-21/6/02	Human coronavirus 229E	DQ243979	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-22/9/82	Human coronavirus 229E	DQ243941	1167	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-22/9/82	Human coronavirus 229E	DQ243966	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-24/4/03	Human coronavirus 229E	DQ243956	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-24/4/03	Human coronavirus 229E	DQ243981	957	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-24/4/03	Human coronavirus 229E	DQ243982	1708	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-24/6/90	Human coronavirus 229E	DQ243949	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-24/6/90	Human coronavirus 229E	DQ243973	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-25/6/92	Human coronavirus 229E	DQ243952	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-25/8/03	Human coronavirus 229E	DQ243961	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-25/8/03	Human coronavirus 229E	DQ243986	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-27/1/04	Human coronavirus 229E	DQ243987	1788	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-27/8/01	Human coronavirus 229E	DQ243954	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-27/8/01	Human coronavirus 229E	DQ243978	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-28/2/03	Human coronavirus 229E	DQ243960	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-29/7/84	Human coronavirus 229E	DQ243948	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-29/7/84	Human coronavirus 229E	DQ243971	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-30/7/03	Human coronavirus 229E	DQ243957	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-30/7/03	Human coronavirus 229E	DQ243983	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-5/9/84	Human coronavirus 229E	DQ243947	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-5/9/84	Human coronavirus 229E	DQ243972	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-6/1/03	Human coronavirus 229E	DQ243955	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-6/1/03	Human coronavirus 229E	DQ243980	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-6/10/82	Human coronavirus 229E	DQ243943	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-6/10/82	Human coronavirus 229E	DQ243967	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-8/11/82a	Human coronavirus 229E	DQ243945	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-8/11/82a	Human coronavirus 229E	DQ243969	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-8/11/82b	Human coronavirus 229E	DQ243946	1170	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-8/11/82b	Human coronavirus 229E	DQ243970	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-8/8/01	Human coronavirus 229E	DQ243953	1169	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E-8/8/01	Human coronavirus 229E	DQ243977	3513	-N/A-	Unknown	-N/A-	Australia	genomic RNA	
HCoV-229E/BN1/GER/2015	Human coronavirus 229E	KU291448	27022	2015	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GBR/KI/1975	Human coronavirus 229E	KT253300	816	1975	Human	Homo sapiens	United Kingdom	genomic RNA	
HCoV-229E/human/GBR/LP/1963	Human coronavirus 229E	KT253301	816	1963	Human	Homo sapiens	United Kingdom	genomic RNA	
HCoV-229E/human/GER/100/2008	Human coronavirus 229E	KT253302	816	2008	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/101/2008	Human coronavirus 229E	KT253303	816	2008	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/1334/2010	Human coronavirus 229E	KT253304	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/1337/2010	Human coronavirus 229E	KT253305	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/1551/2010	Human coronavirus 229E	KT253306	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/1812/2010	Human coronavirus 229E	KT253307	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/373/2011	Human coronavirus 229E	KT253308	816	2011	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/499/2010	Human coronavirus 229E	KT253309	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/53/2008	Human coronavirus 229E	KT253310	816	2008	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/629/2010	Human coronavirus 229E	KT253311	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GER/645/2010	Human coronavirus 229E	KT253312	816	2010	Human	Homo sapiens	Germany	genomic RNA	
HCoV-229E/human/GHA/83/2008	Human coronavirus 229E	KT253313	816	2008	Human	Homo sapiens	Ghana	genomic RNA	
HCoV-229E/human/GHA/860/2008	Human coronavirus 229E	KT253314	816	2008	Human	Homo sapiens	Ghana	genomic RNA	
HCoV-229E/human/GHA/938/2008	Human coronavirus 229E	KT253315	816	2008	Human	Homo sapiens	Ghana	genomic RNA	
HCoV-229E/human/GHA/939/2008	Human coronavirus 229E	KT253316	816	2008	Human	Homo sapiens	Ghana	genomic RNA	
HCoV-229E/human/GHA/997/2008	Human coronavirus 229E	KT253317	816	2008	Human	Homo sapiens	Ghana	genomic RNA	
HCoV-229E/human/HKG/HK_2_26/2002	Human coronavirus 229E	KT253318	816	2002	Human	Homo sapiens	Hong Kong	genomic RNA	
HCoV-229E/human/HKG/HK_2_26B/2002	Human coronavirus 229E	KT253319	816	2002	Human	Homo sapiens	Hong Kong	genomic RNA	
HCoV-229E/human/HKG/HK_4_27/2006	Human coronavirus 229E	KT253320	816	2006	Human	Homo sapiens	Hong Kong	genomic RNA	
HCoV-229E/human/HKG/HK_5_10/2002	Human coronavirus 229E	KT253321	816	2002	Human	Homo sapiens	Hong Kong	genomic RNA	
HCoV-229E/human/HKG/HK_7_6/2004	Human coronavirus 229E	KT253322	816	2004	Human	Homo sapiens	Hong Kong	genomic RNA	
HCoV-229E/human/NED/21050349/2010	Human coronavirus 229E	KT253323	816	2010	Human	Homo sapiens	Netherlands	genomic RNA	
HCoV/229E/N01	Human coronavirus 229E	GU068546	1641	12/17/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N01	Human coronavirus 229E	GU068550	448	12/17/2007	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N02	Human coronavirus 229E	GU068547	1643	01/17/2008	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N02	Human coronavirus 229E	GU068551	461	01/17/2008	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N03	Human coronavirus 229E	GU068548	1628	01/24/2008	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N03	Human coronavirus 229E	GU068552	463	01/24/2008	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N04	Human coronavirus 229E	GU068549	1642	02/21/2008	Human	Homo sapiens	China	genomic RNA	
HCoV/229E/N04	Human coronavirus 229E	GU068553	464	02/21/2008	Human	Homo sapiens	China	genomic RNA	
HCOV/KENYA/002/2012	Human coronavirus 229E	KP112147	426	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCOV/KENYA/006/2009	Human coronavirus 229E	KP112148	428	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCOV/KENYA/009/2010	Human coronavirus 229E	KP112149	411	07/01/2014	Human	Homo sapiens	Kenya	genomic RNA	
HCoV_229E/Seattle/USA/SC0865/2019	Human coronavirus 229E	MN306046	27270	2019	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC1073/2016	Human coronavirus 229E	KY369913	27238	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC1143/2016	Human coronavirus 229E	KY369910	27182	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC1212/2016	Human coronavirus 229E	KY369911	27226	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC2282/2017	Human coronavirus 229E	KY684760	27249	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC2872/2015	Human coronavirus 229E	KY967357	27242	2015	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC3112/2015	Human coronavirus 229E	KY983587	27235	2015	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC379/2016	Human coronavirus 229E	KY621348	27144	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC399/2016	Human coronavirus 229E	KY674914	27055	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC579/2016	Human coronavirus 229E	KY369908	27193	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC677/2016	Human coronavirus 229E	KY369909	26592	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC9724/2018	Human coronavirus 229E	MN369046	27075	2018	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC9731/2016	Human coronavirus 229E	KY369912	27208	2016	Human	Homo sapiens	USA	genomic RNA	
HCoV_229E/Seattle/USA/SC9773/2016	Human coronavirus 229E	KY369914	27231	2016	Human	Homo sapiens	USA	genomic RNA	
HCV 229E	Human coronavirus 229E	X69721	20580	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
India/Pondicherry/POM 309/2014	Human coronavirus 229E	KX268229	658	02/2014	Human	Homo sapiens; female; 32 years	India	genomic RNA	
India/Puducherry/JIM 159/2012	Human coronavirus 229E	KX255651	525	05/2012	Human	Homo sapiens	India	genomic RNA	
ITA267	Human coronavirus 229E	EF549594	81	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
J0304	Human coronavirus 229E	JX503061	27208	2009	Human	Homo sapiens	Italy	genomic RNA	
LRI 281	Human coronavirus 229E	Y10052	3048	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
N08-434B	Human coronavirus 229E	KY674919	27136	2016	Human	Homo sapiens	USA	genomic RNA	
Niigata/01/08	Human coronavirus 229E	AB691767	3513	2008	Unknown	-N/A-	Japan	genomic RNA	
PREDICT-GVF-CM-ECO06296	Human coronavirus 229E	KX284955	354	09/09/2012	Bat	Hipposideros caffer	Cameroon	mRNA	
PREDICT-ZB12027	Human coronavirus 229E	KX284927	387	07/30/2012	Bat	Hipposideros ruber	Republic of the Congo	mRNA	
PREDICT-ZB12046	Human coronavirus 229E	KX284928	387	07/30/2012	Bat	Hipposideros sp.	Republic of the Congo	mRNA	
PREDICT_OTBA41-20130602	Human coronavirus 229E	KX285803	286	05/30/2013	Bat	Rhinolophus sp.	Uganda	mRNA	
PREDICT_OTBA42-20130602	Human coronavirus 229E	KX285804	286	05/30/2013	Bat	Hipposideros sp.	Uganda	mRNA	
PREDICT_ZB12057	Human coronavirus 229E	KX286258	286	07/30/2012	Bat	Hipposideros caffer	Republic of the Congo	mRNA	
PUMCH6273	Human coronavirus 229E	HM130806	379	10/23/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH6375	Human coronavirus 229E	HM130807	379	11/17/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH6389	Human coronavirus 229E	HM130808	379	11/20/2007	Human	Homo sapiens	China	genomic RNA	
PUMCH746	Human coronavirus 229E	HM130800	379	09/24/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH748	Human coronavirus 229E	HM130801	379	09/24/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH7980	Human coronavirus 229E	HM130809	379	01/06/2009	Human	Homo sapiens	China	genomic RNA	
PUMCH8339	Human coronavirus 229E	HM130810	379	04/08/2009	Human	Homo sapiens	China	genomic RNA	
PUMCH8348	Human coronavirus 229E	HM130811	379	04/10/2009	Human	Homo sapiens	China	genomic RNA	
PUMCH8373	Human coronavirus 229E	HM130812	379	04/15/2009	Human	Homo sapiens	China	genomic RNA	
PUMCH8387	Human coronavirus 229E	HM130813	379	04/20/2009	Human	Homo sapiens	China	genomic RNA	
PUMCH8425	Human coronavirus 229E	HM130814	379	04/29/2009	Human	Homo sapiens	China	genomic RNA	
PUMCH857	Human coronavirus 229E	HM130802	379	10/07/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH873	Human coronavirus 229E	HM130803	379	10/09/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH898	Human coronavirus 229E	HM130804	379	10/12/2005	Human	Homo sapiens	China	genomic RNA	
PUMCH902	Human coronavirus 229E	HM130805	379	10/12/2005	Human	Homo sapiens	China	genomic RNA	
QPID04_0033	Human coronavirus 229E	JQ732182	225	07/17/2004	Human	Homo sapiens	Australia	genomic RNA	
RIVM 02-034	Human coronavirus 229E	EF198678	660	2002	Unknown	-N/A-	-N/A-	genomic RNA	
RIVM 02-041	Human coronavirus 229E	EF198677	660	2002	Unknown	-N/A-	-N/A-	genomic RNA	
RIVM 03-224	Human coronavirus 229E	EF198676	660	2003	Unknown	-N/A-	-N/A-	genomic RNA	
RIVM 04-037	Human coronavirus 229E	EF198673	660	2004	Unknown	-N/A-	-N/A-	genomic RNA	
Sendai-H/1121/04	Human coronavirus 229E	AB691764	3513	2004	Unknown	-N/A-	Japan	genomic RNA	
Sendai-H/1948/04	Human coronavirus 229E	AB691766	3513	2004	Unknown	-N/A-	Japan	genomic RNA	
Sendai-H/826/04	Human coronavirus 229E	AB691765	3513	2004	Unknown	-N/A-	Japan	genomic RNA	
SH-5	Human coronavirus 229E	KC294431	422	2012	Human	Homo sapiens	China	mRNA	
SH-6	Human coronavirus 229E	KC294432	438	2012	Human	Homo sapiens	China	mRNA	
SH-8	Human coronavirus 229E	KC294434	438	2012	Human	Homo sapiens	China	mRNA	
sh2922	Human coronavirus 229E	KP347630	411	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
sh2933	Human coronavirus 229E	KP347631	411	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
SWE 10652/04	Human coronavirus 229E	FJ235172	286	02/2004	Human	Homo sapiens	Sweden	genomic RNA	
SWE 10697/04	Human coronavirus 229E	FJ235173	286	03/2004	Human	Homo sapiens	Sweden	genomic RNA	
SWE 10724/04	Human coronavirus 229E	FJ235174	286	03/2004	Human	Homo sapiens	Sweden	genomic RNA	
SWE 36478/05	Human coronavirus 229E	FJ235175	286	04/2005	Human	Homo sapiens	Sweden	genomic RNA	
SWE 37174/06	Human coronavirus 229E	FJ235176	286	02/2006	Human	Homo sapiens	Sweden	genomic RNA	
SWE 37253/06	Human coronavirus 229E	FJ235177	286	03/2006	Human	Homo sapiens	Sweden	genomic RNA	
SWE bla gas 110051	Human coronavirus 229E	FJ235178	286	01/2006	Human	Homo sapiens	Sweden	genomic RNA	
